DocumentUrl	Title	GitHubUrl
whatsnew/changelog.html#id109	Core and Builtins	
whatsnew/changelog.html#id110	ライブラリ	
whatsnew/changelog.html#id111	IDLE	
whatsnew/changelog.html#id112	ドキュメント	
whatsnew/changelog.html#id113	テスト	
whatsnew/changelog.html#python-3-5-0-beta-4	Python 3.5.0 beta 4	
whatsnew/changelog.html#id114	Core and Builtins	
whatsnew/changelog.html#id115	ライブラリ	
whatsnew/changelog.html#id116	ビルド	
whatsnew/changelog.html#python-3-5-0-beta-3	Python 3.5.0 beta 3	
whatsnew/changelog.html#id117	Core and Builtins	
whatsnew/changelog.html#id118	ライブラリ	
whatsnew/changelog.html#id119	テスト	
whatsnew/changelog.html#id120	ドキュメント	
whatsnew/changelog.html#id121	ビルド	
whatsnew/changelog.html#python-3-5-0-beta-2	Python 3.5.0 beta 2	
whatsnew/changelog.html#id122	Core and Builtins	
whatsnew/changelog.html#id123	ライブラリ	
whatsnew/changelog.html#python-3-5-0-beta-1	Python 3.5.0 beta 1	
whatsnew/changelog.html#id124	Core and Builtins	
whatsnew/changelog.html#id125	ライブラリ	
whatsnew/changelog.html#id126	IDLE	
whatsnew/changelog.html#id127	テスト	
whatsnew/changelog.html#id128	ドキュメント	
whatsnew/changelog.html#id129	Tools/Demos	
whatsnew/changelog.html#python-3-5-0-alpha-4	Python 3.5.0 alpha 4	
whatsnew/changelog.html#id130	Core and Builtins	
whatsnew/changelog.html#id131	ライブラリ	
whatsnew/changelog.html#id132	ビルド	
whatsnew/changelog.html#id133	テスト	
whatsnew/changelog.html#id134	Tools/Demos	
whatsnew/changelog.html#id135	C API	
whatsnew/changelog.html#python-3-5-0-alpha-3	Python 3.5.0 alpha 3	
whatsnew/changelog.html#id136	Core and Builtins	
whatsnew/changelog.html#id137	ライブラリ	
whatsnew/changelog.html#id138	ビルド	
whatsnew/changelog.html#id139	テスト	
whatsnew/changelog.html#id140	Tools/Demos	
whatsnew/changelog.html#python-3-5-alpha-2	Python 3.5 alpha 2	
whatsnew/changelog.html#id141	Core and Builtins	
whatsnew/changelog.html#id142	ライブラリ	
whatsnew/changelog.html#id143	ビルド	
whatsnew/changelog.html#id144	C API	
whatsnew/changelog.html#id145	Windows	
whatsnew/changelog.html#python-3-5-alpha-1	Python 3.5 alpha 1	
whatsnew/changelog.html#id146	Core and Builtins	
whatsnew/changelog.html#id147	ライブラリ	
whatsnew/changelog.html#id148	IDLE	
whatsnew/changelog.html#id149	ビルド	
whatsnew/changelog.html#id150	C API	
whatsnew/changelog.html#id151	ドキュメント	
whatsnew/changelog.html#id152	テスト	
whatsnew/changelog.html#id153	Tools/Demos	
whatsnew/changelog.html#id154	Windows	
tutorial/index.html	Python チュートリアル	
tutorial/appetite.html	1. やる気を高めよう	
tutorial/interpreter.html	2. Python インタプリタを使う	
tutorial/interpreter.html#invoking-the-interpreter	2.1. インタプリタを起動する	
tutorial/interpreter.html#argument-passing	2.1.1. 引数の受け渡し	
tutorial/interpreter.html#interactive-mode	2.1.2. 対話モード	
tutorial/interpreter.html#the-interpreter-and-its-environment	2.2. インタプリタとその環境	
tutorial/interpreter.html#source-code-encoding	2.2.1. ソースコードの文字コード	
tutorial/introduction.html	3. 形式ばらない Python の紹介	
tutorial/introduction.html#using-python-as-a-calculator	3.1. Python を電卓として使う	
tutorial/introduction.html#numbers	3.1.1. 数	
tutorial/introduction.html#strings	3.1.2. 文字列型 (string)	
tutorial/introduction.html#lists	3.1.3. リスト型 (list)	
tutorial/introduction.html#first-steps-towards-programming	3.2. プログラミングへの第一歩	
tutorial/controlflow.html	4. その他の制御フローツール	
tutorial/controlflow.html#if-statements	4.1.if文	
tutorial/controlflow.html#for-statements	4.2.for文	
tutorial/controlflow.html#the-range-function	4.3.range()関数	
tutorial/controlflow.html#break-and-continue-statements-and-else-clauses-on-loops	4.4.break文とcontinue文とループのelse節	
tutorial/controlflow.html#pass-statements	4.5.pass文	
tutorial/controlflow.html#defining-functions	4.6. 関数を定義する	
tutorial/controlflow.html#more-on-defining-functions	4.7. 関数定義についてもう少し	
tutorial/controlflow.html#default-argument-values	4.7.1. デフォルトの引数値	
tutorial/controlflow.html#keyword-arguments	4.7.2. キーワード引数	
tutorial/controlflow.html#arbitrary-argument-lists	4.7.3. 任意引数リスト	
tutorial/controlflow.html#unpacking-argument-lists	4.7.4. 引数リストのアンパック	
tutorial/controlflow.html#lambda-expressions	4.7.5. ラムダ式	
tutorial/controlflow.html#documentation-strings	4.7.6. ドキュメンテーション文字列	
tutorial/controlflow.html#function-annotations	4.7.7. 関数のアノテーション	
tutorial/controlflow.html#intermezzo-coding-style	4.8. 間奏曲: コーディングスタイル	
tutorial/datastructures.html	5. データ構造	
tutorial/datastructures.html#more-on-lists	5.1. リスト型についてもう少し	
tutorial/datastructures.html#using-lists-as-stacks	5.1.1. リストをスタックとして使う	
tutorial/datastructures.html#using-lists-as-queues	5.1.2. リストをキューとして使う	
tutorial/datastructures.html#list-comprehensions	5.1.3. リストの内包表記	
tutorial/datastructures.html#nested-list-comprehensions	5.1.4. ネストしたリストの内包表記	
tutorial/datastructures.html#the-del-statement	5.2.del文	
tutorial/datastructures.html#tuples-and-sequences	5.3. タプルとシーケンス	
tutorial/datastructures.html#sets	5.4. 集合型	
tutorial/datastructures.html#dictionaries	5.5. 辞書型 (dictionary)	
tutorial/datastructures.html#looping-techniques	5.6. ループのテクニック	
tutorial/datastructures.html#more-on-conditions	5.7. 条件についてもう少し	
tutorial/datastructures.html#comparing-sequences-and-other-types	5.8. シーケンスとその他の型の比較	
tutorial/modules.html	6. モジュール (module)	
tutorial/modules.html#more-on-modules	6.1. モジュールについてもうすこし	
tutorial/modules.html#executing-modules-as-scripts	6.1.1. モジュールをスクリプトとして実行する	
tutorial/modules.html#the-module-search-path	6.1.2. モジュール検索パス	
tutorial/modules.html#compiled-python-files	6.1.3. “コンパイル” された Python ファイル	
tutorial/modules.html#standard-modules	6.2. 標準モジュール	
tutorial/modules.html#the-dir-function	6.3.dir()関数	
tutorial/modules.html#packages	6.4. パッケージ	
tutorial/modules.html#importing-from-a-package	6.4.1. パッケージから * を import する	
tutorial/modules.html#intra-package-references	6.4.2. パッケージ内参照	
tutorial/modules.html#packages-in-multiple-directories	6.4.3. 複数ディレクトリ中のパッケージ	
tutorial/inputoutput.html	7. 入力と出力	
tutorial/inputoutput.html#fancier-output-formatting	7.1. 出力を見やすくフォーマットする	
tutorial/inputoutput.html#old-string-formatting	7.1.1. 古い文字列書式設定方法	
tutorial/inputoutput.html#reading-and-writing-files	7.2. ファイルを読み書きする	
tutorial/inputoutput.html#methods-of-file-objects	7.2.1. ファイルオブジェクトのメソッド	
tutorial/inputoutput.html#saving-structured-data-with-json	7.2.2.jsonによる構造化されたデータの保存	
tutorial/errors.html	8. エラーと例外	
tutorial/errors.html#syntax-errors	8.1. 構文エラー	
tutorial/errors.html#exceptions	8.2. 例外	
tutorial/errors.html#handling-exceptions	8.3. 例外を処理する	
tutorial/errors.html#raising-exceptions	8.4. 例外を送出する	
tutorial/errors.html#user-defined-exceptions	8.5. ユーザー定義例外	
tutorial/errors.html#defining-clean-up-actions	8.6. クリーンアップ動作を定義する	
tutorial/errors.html#predefined-clean-up-actions	8.7. 定義済みクリーンアップ処理	
tutorial/classes.html	9. クラス	
tutorial/classes.html#a-word-about-names-and-objects	9.1. 名前とオブジェクトについて	
tutorial/classes.html#python-scopes-and-namespaces	9.2. Python のスコープと名前空間	
tutorial/classes.html#scopes-and-namespaces-example	9.2.1. スコープと名前空間の例	
tutorial/classes.html#a-first-look-at-classes	9.3. クラス初見	
tutorial/classes.html#class-definition-syntax	9.3.1. クラス定義の構文	
tutorial/classes.html#class-objects	9.3.2. クラスオブジェクト	
tutorial/classes.html#instance-objects	9.3.3. インスタンスオブジェクト	
tutorial/classes.html#method-objects	9.3.4. メソッドオブジェクト	
tutorial/classes.html#class-and-instance-variables	9.3.5. クラスとインスタンス変数	
tutorial/classes.html#random-remarks	9.4. いろいろな注意点	
tutorial/classes.html#inheritance	9.5. 継承	
tutorial/classes.html#multiple-inheritance	9.5.1. 多重継承	
tutorial/classes.html#private-variables	9.6. プライベート変数	
tutorial/classes.html#odds-and-ends	9.7. 残りのはしばし	
tutorial/classes.html#iterators	9.8. イテレータ (iterator)	
tutorial/classes.html#generators	9.9. ジェネレータ (generator)	
tutorial/classes.html#generator-expressions	9.10. ジェネレータ式	
tutorial/stdlib.html	10. 標準ライブラリミニツアー	
tutorial/stdlib.html#operating-system-interface	10.1. OSへのインタフェース	
tutorial/stdlib.html#file-wildcards	10.2. ファイルのワイルドカード表記	
tutorial/stdlib.html#command-line-arguments	10.3. コマンドライン引数	
tutorial/stdlib.html#error-output-redirection-and-program-termination	10.4. エラー出力のリダイレクトとプログラムの終了	
tutorial/stdlib.html#string-pattern-matching	10.5. 文字列のパターンマッチング	
tutorial/stdlib.html#mathematics	10.6. 数学	
tutorial/stdlib.html#internet-access	10.7. インターネットへのアクセス	
tutorial/stdlib.html#dates-and-times	10.8. 日付と時刻	
tutorial/stdlib.html#data-compression	10.9. データ圧縮	
tutorial/stdlib.html#performance-measurement	10.10. パフォーマンスの計測	
tutorial/stdlib.html#quality-control	10.11. 品質管理	
tutorial/stdlib.html#batteries-included	10.12. バッテリー同梱	
tutorial/stdlib2.html	11. 標準ライブラリミニツアー — その 2	
tutorial/stdlib2.html#output-formatting	11.1. 出力のフォーマット	
tutorial/stdlib2.html#templating	11.2. 文字列テンプレート	
tutorial/stdlib2.html#working-with-binary-data-record-layouts	11.3. バイナリデータレコードの操作	
tutorial/stdlib2.html#multi-threading	11.4. マルチスレッディング	
tutorial/stdlib2.html#logging	11.5. ログ記録	
tutorial/stdlib2.html#weak-references	11.6. 弱参照	
tutorial/stdlib2.html#tools-for-working-with-lists	11.7. リスト操作のためのツール	
tutorial/stdlib2.html#decimal-floating-point-arithmetic	11.8. 10 進浮動小数演算	
tutorial/venv.html	12. 仮想環境とパッケージ	
tutorial/venv.html#introduction	12.1. はじめに	
tutorial/venv.html#creating-virtual-environments	12.2. 仮想環境の作成	
tutorial/venv.html#managing-packages-with-pip	12.3. pip を使ったパッケージ管理	
tutorial/whatnow.html	13. さあ何を？	
tutorial/interactive.html	14. 対話入力編集と履歴置換	
tutorial/interactive.html#tab-completion-and-history-editing	14.1. タブ補完と履歴編集	
tutorial/interactive.html#alternatives-to-the-interactive-interpreter	14.2. 対話的インタープリタの代替	
tutorial/floatingpoint.html	15. 浮動小数点演算、その問題と制限	
tutorial/floatingpoint.html#representation-error	15.1. 表現エラー	
tutorial/appendix.html	16. 付録	
tutorial/appendix.html#interactive-mode	16.1. 対話モード	
tutorial/appendix.html#error-handling	16.1.1. エラー処理	
tutorial/appendix.html#executable-python-scripts	16.1.2. 実行可能な Python スクリプト	
tutorial/appendix.html#the-interactive-startup-file	16.1.3. 対話モード用の起動時実行ファイル	
tutorial/appendix.html#the-customization-modules	16.1.4. カスタマイズ用モジュール	
using/index.html	Python のセットアップと利用	
using/cmdline.html	1. コマンドラインと環境	
using/cmdline.html#command-line	1.1. コマンドライン	
using/cmdline.html#interface-options	1.1.1. インターフェイスオプション	
using/cmdline.html#generic-options	1.1.2. 一般オプション	
using/cmdline.html#miscellaneous-options	1.1.3. その他のオプション	
using/cmdline.html#options-you-shouldn-t-use	1.1.4. 使うべきでないオプション	
using/cmdline.html#environment-variables	1.2. 環境変数	
using/cmdline.html#debug-mode-variables	1.2.1. デバッグモード変数	
using/unix.html	2. Unix プラットフォームで Python を使う	
using/unix.html#getting-and-installing-the-latest-version-of-python	2.1. 最新バージョンの Python の取得とインストール	
using/unix.html#on-linux	2.1.1. Linux	
using/unix.html#on-freebsd-and-openbsd	2.1.2. FreeBSD と OpenBSD	
using/unix.html#on-opensolaris	2.1.3. OpenSolaris	
using/unix.html#building-python	2.2. Python のビルド	
using/unix.html#python-related-paths-and-files	2.3. Python に関係するパスとファイル	
using/unix.html#miscellaneous	2.4. その他	
using/unix.html#editors-and-ides	2.5. エディタと IDE	
using/windows.html	3. Windows で Python を使う	
using/windows.html#installing-python	3.1. Python のインストール	
using/windows.html#supported-versions	3.1.1. サポートされているバージョン	
using/windows.html#installation-steps	3.1.2. インストール手順	
using/windows.html#removing-the-max-path-limitation	3.1.3. Removing the MAX_PATH Limitation	
using/windows.html#installing-without-ui	3.1.4. インストーラの GUI なしでインストールする	
using/windows.html#installing-without-downloading	3.1.5. ダウンロード不要なインストール	
using/windows.html#modifying-an-install	3.1.6. インストール後の変更	
using/windows.html#other-platforms	3.1.7. ほかのプラットフォーム	
using/windows.html#alternative-bundles	3.2. 別のバンドル	
using/windows.html#configuring-python	3.3. Python を構成する	
using/windows.html#excursus-setting-environment-variables	3.3.1. 補足: 環境変数の設定	
using/windows.html#finding-the-python-executable	3.3.2. Python 実行ファイルを見つける	
using/windows.html#python-launcher-for-windows	3.4. Windows の Python ランチャ	
using/windows.html#getting-started	3.4.1. 最初に	
using/windows.html#from-the-command-line	3.4.1.1. コマンドラインから起動する	
using/windows.html#virtual-environments	3.4.1.2. 仮想環境 (Virtual environments)	
using/windows.html#from-a-script	3.4.1.3. スクリプトから起動する	
using/windows.html#from-file-associations	3.4.1.4. ファイルの関連付けから起動する	
using/windows.html#shebang-lines	3.4.2. シェバン (shebang) 行	
using/windows.html#arguments-in-shebang-lines	3.4.3. シェバン行の引数	
using/windows.html#customization	3.4.4. カスタマイズ	
using/windows.html#customization-via-ini-files	3.4.4.1. INI ファイルによるカスタマイズ	
using/windows.html#customizing-default-python-versions	3.4.4.2. デフォルトのPythonバージョンのカスタマイズ	
using/windows.html#diagnostics	3.4.5. 診断	
using/windows.html#finding-modules	3.5. モジュールの検索	
using/windows.html#additional-modules	3.6. 追加のモジュール	
using/windows.html#pywin32	3.6.1. PyWin32	
using/windows.html#cx-freeze	3.6.2. cx_Freeze	
using/windows.html#wconio	3.6.3. WConio	
using/windows.html#compiling-python-on-windows	3.7. Windows 上で Python をコンパイルする	
using/windows.html#embedded-distribution	3.8. Python 埋め込みのための配布	
using/windows.html#python-application	3.8.1. Python アプリケーション	
using/windows.html#embedding-python	3.8.2. Python の埋め込み	
using/windows.html#other-resources	3.9. その他のリソース	
using/mac.html	4. Macintosh で Python を使う	
using/mac.html#getting-and-installing-macpython	4.1. MacPython の入手とインストール	
using/mac.html#how-to-run-a-python-script	4.1.1. Python スクリプトの実行方法	
using/mac.html#running-scripts-with-a-gui	4.1.2. GUI でスクリプトを実行	
using/mac.html#configuration	4.1.3. Configuration	
using/mac.html#the-ide	4.2. IDE	
using/mac.html#installing-additional-python-packages	4.3. 追加の Python パッケージのインストール	
using/mac.html#gui-programming-on-the-mac	4.4. Mac での GUI プログラミング	
using/mac.html#distributing-python-applications-on-the-mac	4.5. Mac 上の Python アプリケーションの配布	
using/mac.html#other-resources	4.6. 他のリソース	
reference/index.html	Python 言語リファレンス	
reference/introduction.html	1. はじめに	
reference/introduction.html#alternate-implementations	1.1. 別のPythonの実装	
reference/introduction.html#notation	1.2. 本マニュアルにおける表記法	
reference/lexical_analysis.html	2. 字句解析	
reference/lexical_analysis.html#line-structure	2.1. 行構造	
reference/lexical_analysis.html#logical-lines	2.1.1. 論理行 (logical line)	
reference/lexical_analysis.html#physical-lines	2.1.2. 物理行 (physical line)	
reference/lexical_analysis.html#comments	2.1.3. コメント (Comments)	
reference/lexical_analysis.html#encoding-declarations	2.1.4. エンコード宣言 (encoding declaration)	
reference/lexical_analysis.html#explicit-line-joining	2.1.5. 明示的な行継続	
reference/lexical_analysis.html#implicit-line-joining	2.1.6. 非明示的な行継続	
reference/lexical_analysis.html#blank-lines	2.1.7. 空行	
reference/lexical_analysis.html#indentation	2.1.8. インデント	
reference/lexical_analysis.html#whitespace-between-tokens	2.1.9. トークン間の空白	
reference/lexical_analysis.html#other-tokens	2.2. その他のトークン	
reference/lexical_analysis.html#identifiers	2.3. 識別子 (identifier) およびキーワード (keyword)	
reference/lexical_analysis.html#keywords	2.3.1. キーワード (keyword)	
reference/lexical_analysis.html#reserved-classes-of-identifiers	2.3.2. 予約済みの識別子種 (reserved classes of identifiers)	
reference/lexical_analysis.html#literals	2.4. リテラル	
reference/lexical_analysis.html#string-and-bytes-literals	2.4.1. 文字列およびバイト列リテラル	
reference/lexical_analysis.html#string-literal-concatenation	2.4.2. 文字列リテラルの結合 (concatenation)	
reference/lexical_analysis.html#formatted-string-literals	2.4.3. フォーマット済み文字列リテラル	
reference/lexical_analysis.html#numeric-literals	2.4.4. 数値リテラル	
reference/lexical_analysis.html#integer-literals	2.4.5. 整数リテラル	
reference/lexical_analysis.html#floating-point-literals	2.4.6. 浮動小数点数リテラル	
reference/lexical_analysis.html#imaginary-literals	2.4.7. 虚数 (imaginary) リテラル	
reference/lexical_analysis.html#operators	2.5. 演算子	
reference/lexical_analysis.html#delimiters	2.6. デリミタ (delimiter)	
reference/datamodel.html	3. データモデル	
reference/datamodel.html#objects-values-and-types	3.1. オブジェクト、値、および型	
reference/datamodel.html#the-standard-type-hierarchy	3.2. 標準型の階層	
reference/datamodel.html#special-method-names	3.3. 特殊メソッド名	
reference/datamodel.html#basic-customization	3.3.1. 基本的なカスタマイズ	
reference/datamodel.html#customizing-attribute-access	3.3.2. 属性値アクセスをカスタマイズする	
reference/datamodel.html#implementing-descriptors	3.3.2.1. デスクリプタ (descriptor) の実装	
reference/datamodel.html#invoking-descriptors	3.3.2.2. デスクリプタの呼び出し	
reference/datamodel.html#slots	3.3.2.3. __slots__	
reference/datamodel.html#notes-on-using-slots	3.3.2.3.1.__slots__を利用する際の注意	
reference/datamodel.html#customizing-class-creation	3.3.3. クラス生成をカスタマイズする	
reference/datamodel.html#metaclasses	3.3.3.1. Metaclasses	
reference/datamodel.html#determining-the-appropriate-metaclass	3.3.3.2. 適切なメタクラスの決定	
reference/datamodel.html#preparing-the-class-namespace	3.3.3.3. クラスの名前空間の準備	
reference/datamodel.html#executing-the-class-body	3.3.3.4. クラス本体の実行	
reference/datamodel.html#creating-the-class-object	3.3.3.5. クラスオブジェクトの作成	
reference/datamodel.html#metaclass-example	3.3.3.6. メタクラスの例	
reference/datamodel.html#customizing-instance-and-subclass-checks	3.3.4. インスタンスのカスタマイズとサブクラスチェック	
reference/datamodel.html#emulating-callable-objects	3.3.5. 呼び出し可能オブジェクトをエミュレートする	
reference/datamodel.html#emulating-container-types	3.3.6. コンテナをエミュレートする	
reference/datamodel.html#emulating-numeric-types	3.3.7. 数値型をエミュレーションする	
reference/datamodel.html#with-statement-context-managers	3.3.8. with文とコンテキストマネージャ	
reference/datamodel.html#special-method-lookup	3.3.9. 特殊メソッド検索	
reference/datamodel.html#coroutines	3.4. コルーチン	
reference/datamodel.html#awaitable-objects	3.4.1. 待機可能オブジェクト (Awaitable Object)	
reference/datamodel.html#coroutine-objects	3.4.2. コルーチンオブジェクト	
reference/datamodel.html#asynchronous-iterators	3.4.3. 非同期イテレータ (Asynchronous Iterator)	
reference/datamodel.html#asynchronous-context-managers	3.4.4. 非同期コンテクストマネージャ (Asynchronous Context Manager)	
reference/executionmodel.html	4. 実行モデル	
reference/executionmodel.html#structure-of-a-program	4.1. プログラムの構造	
reference/executionmodel.html#naming-and-binding	4.2. 名前づけと束縛 (naming and binding)	
reference/executionmodel.html#binding-of-names	4.2.1. 名前の束縛	
reference/executionmodel.html#resolution-of-names	4.2.2. 名前解決	
reference/executionmodel.html#builtins-and-restricted-execution	4.2.3. 組み込みと制限付きの実行	
reference/executionmodel.html#interaction-with-dynamic-features	4.2.4. 動的な機能とのやりとり	
reference/executionmodel.html#exceptions	4.3. 例外	
reference/import.html	5. インポートシステム	
reference/import.html#importlib	5.1.importlib	
reference/import.html#packages	5.2. パッケージ	
reference/import.html#regular-packages	5.2.1. 通常のパッケージ	
reference/import.html#namespace-packages	5.2.2. 名前空間パッケージ	
reference/import.html#searching	5.3. 検索	
reference/import.html#the-module-cache	5.3.1. モジュールキャッシュ	
reference/import.html#finders-and-loaders	5.3.2. ファインダーとローダー	
reference/import.html#import-hooks	5.3.3. インポートフック	
reference/import.html#the-meta-path	5.3.4. メタパス	
reference/import.html#loading	5.4. ロード	
reference/import.html#loaders	5.4.1. ローダー	
reference/import.html#submodules	5.4.2. サブモジュール	
reference/import.html#module-spec	5.4.3. モジュール仕様	
reference/import.html#import-related-module-attributes	5.4.4. インポート関連のモジュール属性	
reference/import.html#module-path	5.4.5. module.__path__	
reference/import.html#module-reprs	5.4.6. モジュールの repr	
reference/import.html#the-path-based-finder	5.5. パスベース・ファインダー	
reference/import.html#path-entry-finders	5.5.1. パスエントリ・ファインダー	
reference/import.html#path-entry-finder-protocol	5.5.2. パスエントリ・ファインダー・プロトコル	
reference/import.html#replacing-the-standard-import-system	5.6. 標準のインポートシステムを置き換える	
reference/import.html#special-considerations-for-main	5.7. __main__ に対する特別な考慮	
reference/import.html#main-spec	5.7.1. __main__.__spec__	
reference/import.html#open-issues	5.8. 取り掛かり中の問題	
reference/import.html#references	5.9. 参考資料	
reference/expressions.html	6. 式 (expression)	
reference/expressions.html#arithmetic-conversions	6.1. 算術変換 (arithmetic conversion)	
reference/expressions.html#atoms	6.2. アトム、原子的要素 (atom)	
reference/expressions.html#atom-identifiers	6.2.1. 識別子 (identifier、または名前 (name))	
reference/expressions.html#literals	6.2.2. リテラル	
reference/expressions.html#parenthesized-forms	6.2.3. 丸括弧形式 (parenthesized form)	
reference/expressions.html#displays-for-lists-sets-and-dictionaries	6.2.4. リスト、集合、辞書の表示	
reference/expressions.html#list-displays	6.2.5. リスト表現	
reference/expressions.html#set-displays	6.2.6. 集合表現	
reference/expressions.html#dictionary-displays	6.2.7. 辞書表現	
reference/expressions.html#generator-expressions	6.2.8. ジェネレータ式	
reference/expressions.html#yield-expressions	6.2.9. Yield 式	
reference/expressions.html#generator-iterator-methods	6.2.9.1. ジェネレータ-イテレータメソッド	
reference/expressions.html#examples	6.2.9.2. 使用例	
reference/expressions.html#asynchronous-generator-functions	6.2.9.3. Asynchronous generator functions	
reference/expressions.html#asynchronous-generator-iterator-methods	6.2.9.4. Asynchronous generator-iterator methods	
reference/expressions.html#primaries	6.3. プライマリ	
reference/expressions.html#attribute-references	6.3.1. 属性参照	
reference/expressions.html#subscriptions	6.3.2. 添字表記 (subscription)	
reference/expressions.html#slicings	6.3.3. スライス表記 (slicing)	
reference/expressions.html#calls	6.3.4. 呼び出し (call)	
reference/expressions.html#await-expression	6.4. Await 式	
reference/expressions.html#the-power-operator	6.5. べき乗演算 (power operator)	
reference/expressions.html#unary-arithmetic-and-bitwise-operations	6.6. 単項算術演算とビット単位演算 (unary arithmetic and bitwise operation)	
reference/expressions.html#binary-arithmetic-operations	6.7. 二項算術演算 (binary arithmetic operation)	
reference/expressions.html#shifting-operations	6.8. シフト演算 (shifting operation)	
reference/expressions.html#binary-bitwise-operations	6.9. ビット単位演算の二項演算 (binary bitwise operation)	
reference/expressions.html#comparisons	6.10. 比較	
reference/expressions.html#value-comparisons	6.10.1. 値の比較	
reference/expressions.html#membership-test-operations	6.10.2. 帰属検査演算	
reference/expressions.html#is-not	6.10.3. 同一性の比較	
reference/expressions.html#boolean-operations	6.11. ブール演算 (boolean operation)	
reference/expressions.html#conditional-expressions	6.12. 条件式 (Conditional Expressions)	
reference/expressions.html#lambda	6.13. ラムダ (lambda)	
reference/expressions.html#expression-lists	6.14. 式のリスト	
reference/expressions.html#evaluation-order	6.15. 評価順序	
reference/expressions.html#operator-precedence	6.16. 演算子の優先順位	
reference/simple_stmts.html	7. 単純文 (simple statement)	
reference/simple_stmts.html#expression-statements	7.1. 式文 (expression statement)	
reference/simple_stmts.html#assignment-statements	7.2. 代入文 (assignment statement)	
reference/simple_stmts.html#augmented-assignment-statements	7.2.1. 累算代入文 (augmented assignment statement)	
reference/simple_stmts.html#annotated-assignment-statements	7.2.2. アノテート付き代入文 (annotated assignment statements)	
reference/simple_stmts.html#the-assert-statement	7.3.assert文	
reference/simple_stmts.html#the-pass-statement	7.4.pass文	
reference/simple_stmts.html#the-del-statement	7.5.del文	
reference/simple_stmts.html#the-return-statement	7.6.return文	
reference/simple_stmts.html#the-yield-statement	7.7.yield文	
reference/simple_stmts.html#the-raise-statement	7.8.raise文	
reference/simple_stmts.html#the-break-statement	7.9.break文	
reference/simple_stmts.html#the-continue-statement	7.10.continue文	
reference/simple_stmts.html#the-import-statement	7.11.import文	
reference/simple_stmts.html#future-statements	7.11.1. future 文 (future statement)	
reference/simple_stmts.html#the-global-statement	7.12.global文	
reference/simple_stmts.html#the-nonlocal-statement	7.13.nonlocal文	
reference/compound_stmts.html	8. 複合文 (compound statement)	
reference/compound_stmts.html#the-if-statement	8.1.if文	
reference/compound_stmts.html#the-while-statement	8.2.while文	
reference/compound_stmts.html#the-for-statement	8.3.for文	
reference/compound_stmts.html#the-try-statement	8.4.try文	
reference/compound_stmts.html#the-with-statement	8.5.with文	
reference/compound_stmts.html#function-definitions	8.6. 関数定義	
reference/compound_stmts.html#class-definitions	8.7. クラス定義	
reference/compound_stmts.html#coroutines	8.8. コルーチン	
reference/compound_stmts.html#coroutine-function-definition	8.8.1. コルーチン関数定義	
reference/compound_stmts.html#the-async-for-statement	8.8.2.asyncfor文	
reference/compound_stmts.html#the-async-with-statement	8.8.3.asyncwith文	
reference/toplevel_components.html	9. トップレベル要素	
reference/toplevel_components.html#complete-python-programs	9.1. 完全な Python プログラム	
reference/toplevel_components.html#file-input	9.2. ファイル入力	
reference/toplevel_components.html#interactive-input	9.3. 対話的入力	
reference/toplevel_components.html#expression-input	9.4. 式入力	
reference/grammar.html	10. 完全な文法仕様	
library/index.html	Python 標準ライブラリ	
library/intro.html	1. はじめに	
library/functions.html	2. 組み込み関数	
library/constants.html	3. 組み込み定数	
library/constants.html#constants-added-by-the-site-module	3.1.siteモジュールで追加される定数	
library/stdtypes.html	4. 組み込み型	
library/stdtypes.html#truth-value-testing	4.1. 真理値判定	
library/stdtypes.html#boolean-operations-and-or-not	4.2. ブール演算 —and,or,not	
library/stdtypes.html#comparisons	4.3. 比較	
library/stdtypes.html#numeric-types-int-float-complex	4.4. 数値型int,float,complex	
library/stdtypes.html#bitwise-operations-on-integer-types	4.4.1. 整数型におけるビット単位演算	
library/stdtypes.html#additional-methods-on-integer-types	4.4.2. 整数型における追加のメソッド	
library/stdtypes.html#additional-methods-on-float	4.4.3. 浮動小数点数に対する追加のメソッド	
library/stdtypes.html#hashing-of-numeric-types	4.4.4. 数値型のハッシュ化	
library/stdtypes.html#iterator-types	4.5. イテレータ型	
library/stdtypes.html#generator-types	4.5.1. ジェネレータ型	
library/stdtypes.html#sequence-types-list-tuple-range	4.6. シーケンス型 —list,tuple,range	
library/stdtypes.html#common-sequence-operations	4.6.1. 共通のシーケンス演算	
library/stdtypes.html#immutable-sequence-types	4.6.2. イミュータブルなシーケンス型	
library/stdtypes.html#mutable-sequence-types	4.6.3. ミュータブルなシーケンス型	
library/stdtypes.html#lists	4.6.4. リスト型 (list)	
library/stdtypes.html#tuples	4.6.5. タプル型 (tuple)	
library/stdtypes.html#ranges	4.6.6. range	
library/stdtypes.html#text-sequence-type-str	4.7. テキストシーケンス型 —str	
library/stdtypes.html#string-methods	4.7.1. 文字列メソッド	
library/stdtypes.html#printf-style-string-formatting	4.7.2.printf形式の文字列書式化	
library/stdtypes.html#binary-sequence-types-bytes-bytearray-memoryview	4.8. バイナリシーケンス型 —bytes,bytearray,memoryview	
library/stdtypes.html#bytes	4.8.1. bytes	
library/stdtypes.html#bytearray-objects	4.8.2. bytearray オブジェクト	
library/stdtypes.html#bytes-and-bytearray-operations	4.8.3. bytes と bytearray の操作	
